id,Category,len,color,fit_shape,length,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,surface_styling,attr_9,attr_10
41759,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41760,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
41761,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41762,Women Tshirts,8,white,regular,crop,solid,solid,short sleeves,regular sleeves,,,
41763,Women Tshirts,8,default,boxy,crop,printed,typography,short sleeves,regular sleeves,,,
41764,Women Tshirts,8,black,,crop,printed,funky print,,,,,
41765,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41766,Women Tshirts,8,pink,regular,crop,printed,graphic,,,,,
41767,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41768,Women Tshirts,8,pink,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41769,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41770,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41771,Women Tshirts,8,maroon,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41772,Women Tshirts,8,white,regular,regular,solid,solid,short sleeves,regular sleeves,,,
41773,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41774,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41775,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41776,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41777,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41778,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41779,Women Tshirts,8,yellow,regular,crop,printed,default,short sleeves,regular sleeves,,,
41780,Women Tshirts,8,pink,regular,crop,printed,default,short sleeves,regular sleeves,,,
41781,Women Tshirts,8,white,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
41782,Women Tshirts,8,white,regular,regular,printed,quirky,short sleeves,regular sleeves,default,,
41783,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41784,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41785,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41786,Women Tshirts,8,yellow,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41787,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41788,Women Tshirts,8,yellow,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
41789,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41790,Women Tshirts,8,maroon,,regular,,funky print,,regular sleeves,,,
41791,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41792,Women Tshirts,8,maroon,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41793,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41794,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41795,Women Tshirts,8,maroon,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41796,Women Tshirts,8,black,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
41797,Women Tshirts,8,yellow,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
41798,Women Tshirts,8,default,,crop,printed,default,short sleeves,regular sleeves,,,
41799,Women Tshirts,8,default,,crop,printed,default,short sleeves,regular sleeves,,,
41800,Women Tshirts,8,pink,,crop,printed,default,short sleeves,regular sleeves,,,
41801,Women Tshirts,8,white,regular,long,printed,funky print,short sleeves,regular sleeves,,,
41802,Women Tshirts,8,default,,crop,printed,default,short sleeves,regular sleeves,,,
41803,Women Tshirts,8,multicolor,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41804,Women Tshirts,8,default,,crop,,funky print,,,,,
41805,Women Tshirts,8,multicolor,regular,crop,printed,solid,short sleeves,regular sleeves,,,
41806,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41807,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41808,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
41809,Women Tshirts,8,yellow,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
41810,Women Tshirts,8,yellow,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
41811,Women Tshirts,8,maroon,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
41812,Women Tshirts,8,pink,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41813,Women Tshirts,8,white,boxy,crop,printed,funky print,short sleeves,regular sleeves,,,
41814,Women Tshirts,8,multicolor,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41815,Women Tshirts,8,default,boxy,crop,printed,typography,short sleeves,regular sleeves,,,
41816,Women Tshirts,8,white,regular,,,quirky,,,default,,
41817,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
41818,Women Tshirts,8,,regular,,,funky print,short sleeves,regular sleeves,default,,
41819,Women Tshirts,8,,regular,crop,printed,default,short sleeves,regular sleeves,default,,
41820,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41821,Women Tshirts,8,multicolor,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
41822,Women Tshirts,8,multicolor,,crop,,funky print,,,,,
41823,Women Tshirts,8,default,,crop,,quirky,,,,,
41824,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41825,Women Tshirts,8,black,,crop,printed,default,short sleeves,regular sleeves,,,
41826,Women Tshirts,8,maroon,,crop,printed,default,short sleeves,regular sleeves,,,
41827,Women Tshirts,8,default,,crop,printed,default,short sleeves,regular sleeves,,,
41828,Women Tshirts,8,default,regular,regular,printed,typography,long sleeves,regular sleeves,,,
41829,Women Tshirts,8,maroon,,,printed,graphic,,regular sleeves,,,
41830,Women Tshirts,8,default,,regular,printed,graphic,short sleeves,regular sleeves,,,
41831,Women Tshirts,8,black,regular,regular,printed,solid,short sleeves,regular sleeves,,,
41832,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
41833,Women Tshirts,8,default,,regular,printed,funky print,short sleeves,regular sleeves,,,
41834,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41835,Women Tshirts,8,yellow,regular,regular,printed,solid,short sleeves,regular sleeves,,,
41836,Women Tshirts,8,white,regular,regular,solid,solid,short sleeves,regular sleeves,,,
41837,Women Tshirts,8,white,regular,regular,solid,solid,short sleeves,regular sleeves,,,
41838,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41839,Women Tshirts,8,default,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41840,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41841,Women Tshirts,8,maroon,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41842,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41843,Women Tshirts,8,maroon,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41844,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
41845,Women Tshirts,8,maroon,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41846,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41847,Women Tshirts,8,default,regular,regular,printed,typography,long sleeves,regular sleeves,,,
41848,Women Tshirts,8,yellow,regular,regular,printed,typography,long sleeves,regular sleeves,,,
41849,Women Tshirts,8,default,regular,crop,printed,typography,long sleeves,regular sleeves,,,
41850,Women Tshirts,8,multicolor,regular,regular,default,,short sleeves,regular sleeves,,,
41851,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
41852,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41853,Women Tshirts,8,default,regular,crop,printed,default,short sleeves,regular sleeves,,,
41854,Women Tshirts,8,multicolor,regular,regular,printed,typography,short sleeves,regular sleeves,default,,
41855,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41856,Women Tshirts,8,black,regular,crop,printed,default,short sleeves,regular sleeves,,,
41857,Women Tshirts,8,white,boxy,crop,printed,default,short sleeves,regular sleeves,,,
41858,Women Tshirts,8,pink,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41859,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41860,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
41861,Women Tshirts,8,,regular,regular,default,default,,regular sleeves,,,
41862,Women Tshirts,8,white,boxy,crop,printed,default,short sleeves,regular sleeves,,,
41863,Women Tshirts,8,white,boxy,crop,printed,default,short sleeves,regular sleeves,,,
41864,Women Tshirts,8,pink,regular,regular,printed,typography,short sleeves,regular sleeves,default,,
41865,Women Tshirts,8,default,regular,regular,printed,typography,short sleeves,regular sleeves,default,,
41866,Women Tshirts,8,default,regular,regular,printed,typography,short sleeves,regular sleeves,default,,
41867,Women Tshirts,8,white,boxy,crop,printed,default,short sleeves,regular sleeves,,,
41868,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41869,Women Tshirts,8,,loose,regular,printed,default,short sleeves,,,,
41870,Women Tshirts,8,,regular,regular,default,default,short sleeves,regular sleeves,,,
41871,Women Tshirts,8,white,boxy,crop,printed,default,short sleeves,regular sleeves,,,
41872,Women Tshirts,8,white,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
41873,Women Tshirts,8,white,regular,regular,printed,funky print,short sleeves,regular sleeves,default,,
41874,Women Tshirts,8,white,boxy,crop,printed,funky print,short sleeves,regular sleeves,,,
41875,Women Tshirts,8,white,regular,crop,solid,solid,short sleeves,regular sleeves,,,
41876,Women Tshirts,8,default,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41877,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41878,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41879,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41880,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41881,Women Tshirts,8,default,regular,crop,printed,default,short sleeves,regular sleeves,,,
41882,Women Tshirts,8,white,regular,crop,printed,funky print,short sleeves,regular sleeves,default,,
41883,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
41884,Women Tshirts,8,yellow,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
41885,Women Tshirts,8,pink,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
41886,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
41887,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41888,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41889,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41890,Women Tshirts,8,pink,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
41891,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
41892,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41893,Women Tshirts,8,yellow,loose,regular,printed,typography,short sleeves,regular sleeves,,,
41894,Women Tshirts,8,black,regular,crop,printed,typography,long sleeves,regular sleeves,,,
41895,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41896,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41897,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41898,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
41899,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41900,Women Tshirts,8,maroon,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41901,Women Tshirts,8,black,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
41902,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41903,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41904,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41905,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41906,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41907,Women Tshirts,8,default,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41908,Women Tshirts,8,black,,regular,printed,graphic,,,,,
41909,Women Tshirts,8,pink,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41910,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41911,Women Tshirts,8,default,,crop,printed,quirky,short sleeves,regular sleeves,,,
41912,Women Tshirts,8,black,,crop,printed,graphic,short sleeves,regular sleeves,,,
41913,Women Tshirts,8,default,,crop,printed,graphic,short sleeves,regular sleeves,,,
41914,Women Tshirts,8,maroon,regular,crop,printed,default,short sleeves,regular sleeves,,,
41915,Women Tshirts,8,yellow,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41916,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41917,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41918,Women Tshirts,8,maroon,regular,crop,printed,default,short sleeves,regular sleeves,,,
41919,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41920,Women Tshirts,8,pink,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41921,Women Tshirts,8,pink,regular,regular,printed,default,short sleeves,regular sleeves,,,
41922,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
41923,Women Tshirts,8,multicolor,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41924,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41925,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41926,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41927,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
41928,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41929,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41930,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41931,Women Tshirts,8,pink,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41932,Women Tshirts,8,default,regular,regular,printed,typography,short sleeves,,,,
41933,Women Tshirts,8,white,,crop,printed,default,long sleeves,regular sleeves,,,
41934,Women Tshirts,8,pink,regular,regular,printed,typography,short sleeves,regular sleeves,default,,
41935,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
41936,Women Tshirts,8,white,regular,crop,printed,graphic,long sleeves,regular sleeves,,,
41937,Women Tshirts,8,white,,crop,printed,graphic,short sleeves,regular sleeves,,,
41938,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
41939,Women Tshirts,8,multicolor,regular,regular,printed,quirky,short sleeves,,,,
41940,Women Tshirts,8,multicolor,regular,regular,printed,quirky,short sleeves,,,,
41941,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
41942,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
41943,Women Tshirts,8,multicolor,,crop,,quirky,short sleeves,,,,
41944,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
41945,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41946,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41947,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41948,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
41949,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
41950,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
41951,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
41952,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
41953,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41954,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
41955,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
41956,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41957,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
41958,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41959,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41960,Women Tshirts,8,default,regular,regular,printed,typography,long sleeves,regular sleeves,,,
41961,Women Tshirts,8,yellow,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41962,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
41963,Women Tshirts,8,default,regular,crop,,quirky,,,,,
41964,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,,,
41965,Women Tshirts,8,black,regular,regular,,funky print,,regular sleeves,,,
41966,Women Tshirts,8,,,crop,,funky print,long sleeves,,,,
41967,Women Tshirts,8,black,regular,crop,,quirky,,regular sleeves,,,
41968,Women Tshirts,8,white,regular,regular,solid,solid,short sleeves,regular sleeves,,,
41969,Women Tshirts,8,black,regular,crop,printed,default,short sleeves,regular sleeves,,,
41970,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41971,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
41972,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41973,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41974,Women Tshirts,8,white,,crop,printed,quirky,short sleeves,regular sleeves,,,
41975,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41976,Women Tshirts,8,maroon,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41977,Women Tshirts,8,black,regular,regular,printed,solid,short sleeves,regular sleeves,,,
41978,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41979,Women Tshirts,8,default,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41980,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41981,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41982,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
41983,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41984,Women Tshirts,8,maroon,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41985,Women Tshirts,8,yellow,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
41986,Women Tshirts,8,default,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41987,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41988,Women Tshirts,8,pink,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41989,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41990,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
41991,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
41992,Women Tshirts,8,multicolor,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41993,Women Tshirts,8,pink,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41994,Women Tshirts,8,pink,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
41995,Women Tshirts,8,white,boxy,crop,printed,graphic,short sleeves,regular sleeves,,,
41996,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
41997,Women Tshirts,8,white,loose,regular,printed,typography,short sleeves,regular sleeves,default,,
41998,Women Tshirts,8,default,,crop,printed,typography,short sleeves,regular sleeves,,,
41999,Women Tshirts,8,pink,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42000,Women Tshirts,8,default,,regular,,quirky,,regular sleeves,,,
42001,Women Tshirts,8,,,regular,default,default,short sleeves,,,,
42002,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42003,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42004,Women Tshirts,8,white,regular,regular,printed,funky print,long sleeves,regular sleeves,,,
42005,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42006,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42007,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,,,,
42008,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42009,Women Tshirts,8,white,regular,regular,printed,graphic,short sleeves,regular sleeves,default,,
42010,Women Tshirts,8,black,,crop,printed,typography,short sleeves,regular sleeves,,,
42011,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42012,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42013,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42014,Women Tshirts,8,yellow,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
42015,Women Tshirts,8,black,regular,regular,printed,typography,long sleeves,regular sleeves,,,
42016,Women Tshirts,8,white,regular,regular,printed,solid,long sleeves,regular sleeves,,,
42017,Women Tshirts,8,yellow,boxy,crop,printed,typography,short sleeves,regular sleeves,,,
42018,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42019,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42020,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42021,Women Tshirts,8,default,regular,crop,,,,,,,
42022,Women Tshirts,8,black,regular,crop,printed,typography,long sleeves,,,,
42023,Women Tshirts,8,black,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
42024,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42025,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42026,Women Tshirts,8,default,,crop,printed,default,short sleeves,regular sleeves,,,
42027,Women Tshirts,8,yellow,,crop,printed,default,short sleeves,regular sleeves,,,
42028,Women Tshirts,8,multicolor,,crop,printed,default,short sleeves,regular sleeves,,,
42029,Women Tshirts,8,default,,crop,printed,default,short sleeves,regular sleeves,,,
42030,Women Tshirts,8,multicolor,,crop,printed,default,short sleeves,regular sleeves,,,
42031,Women Tshirts,8,black,,crop,printed,typography,short sleeves,regular sleeves,,,
42032,Women Tshirts,8,yellow,regular,crop,printed,default,short sleeves,regular sleeves,,,
42033,Women Tshirts,8,,,crop,printed,funky print,long sleeves,regular sleeves,,,
42034,Women Tshirts,8,pink,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
42035,Women Tshirts,8,yellow,,crop,printed,funky print,short sleeves,regular sleeves,,,
42036,Women Tshirts,8,default,regular,regular,printed,solid,short sleeves,regular sleeves,,,
42037,Women Tshirts,8,yellow,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
42038,Women Tshirts,8,pink,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
42039,Women Tshirts,8,white,boxy,crop,printed,graphic,short sleeves,regular sleeves,,,
42040,Women Tshirts,8,black,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
42041,Women Tshirts,8,white,regular,regular,printed,graphic,long sleeves,regular sleeves,,,
42042,Women Tshirts,8,maroon,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
42043,Women Tshirts,8,yellow,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
42044,Women Tshirts,8,yellow,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
42045,Women Tshirts,8,maroon,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42046,Women Tshirts,8,yellow,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42047,Women Tshirts,8,white,regular,regular,printed,quirky,default,regular sleeves,,,
42048,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42049,Women Tshirts,8,white,boxy,crop,printed,quirky,short sleeves,regular sleeves,,,
42050,Women Tshirts,8,multicolor,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
42051,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42052,Women Tshirts,8,white,regular,regular,printed,funky print,long sleeves,regular sleeves,,,
42053,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42054,Women Tshirts,8,yellow,,crop,,,default,,,,
42055,Women Tshirts,8,default,,crop,printed,typography,short sleeves,regular sleeves,,,
42056,Women Tshirts,8,white,boxy,crop,printed,typography,long sleeves,regular sleeves,,,
42057,Women Tshirts,8,multicolor,,crop,,solid,,,,,
42058,Women Tshirts,8,default,regular,crop,printed,solid,,,,,
42059,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42060,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42061,Women Tshirts,8,black,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
42062,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42063,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42064,Women Tshirts,8,multicolor,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42065,Women Tshirts,8,multicolor,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42066,Women Tshirts,8,white,regular,regular,solid,solid,short sleeves,regular sleeves,,,
42067,Women Tshirts,8,multicolor,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42068,Women Tshirts,8,pink,boxy,crop,printed,typography,short sleeves,regular sleeves,,,
42069,Women Tshirts,8,multicolor,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42070,Women Tshirts,8,maroon,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42071,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42072,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42073,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
42074,Women Tshirts,8,default,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
42075,Women Tshirts,8,pink,,crop,printed,quirky,short sleeves,regular sleeves,,,
42076,Women Tshirts,8,black,,crop,printed,quirky,short sleeves,regular sleeves,,,
42077,Women Tshirts,8,multicolor,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42078,Women Tshirts,8,multicolor,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42079,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
