id,Category,len,color,fit_shape,length,occasion,ornamentation,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,attr_10
28367,Kurtis,9,orange,,,party,default,default,default,,,
28368,Kurtis,9,red,a-line,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28369,Kurtis,9,red,a-line,,daily,,default,default,three-quarter sleeves,regular,
28370,Kurtis,9,yellow,a-line,,daily,,default,default,three-quarter sleeves,regular,
28371,Kurtis,9,maroon,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
28372,Kurtis,9,blue,a-line,knee length,daily,,solid,,short sleeves,regular,
28373,Kurtis,9,red,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,
28374,Kurtis,9,green,,,daily,net,solid,solid,three-quarter sleeves,regular,
28375,Kurtis,9,black,a-line,knee length,daily,,,solid,three-quarter sleeves,regular,
28376,Kurtis,9,red,,calf length,daily,net,,solid,three-quarter sleeves,regular,
28377,Kurtis,9,pink,a-line,,daily,,default,default,short sleeves,regular,
28378,Kurtis,9,,a-line,knee length,daily,net,,solid,three-quarter sleeves,regular,
28379,Kurtis,9,navy blue,,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28380,Kurtis,9,yellow,,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28381,Kurtis,9,pink,straight,knee length,daily,,solid,solid,sleeveless,sleeveless,
28382,Kurtis,9,yellow,a-line,,daily,,default,default,short sleeves,regular,
28383,Kurtis,9,black,,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
28384,Kurtis,9,green,,knee length,daily,default,solid,solid,sleeveless,sleeveless,
28385,Kurtis,9,multicolor,a-line,,,,default,,three-quarter sleeves,regular,
28386,Kurtis,9,yellow,a-line,,daily,,default,default,short sleeves,regular,
28387,Kurtis,9,yellow,a-line,,daily,,default,default,three-quarter sleeves,regular,
28388,Kurtis,9,black,a-line,calf length,party,net,solid,,three-quarter sleeves,regular,
28389,Kurtis,9,multicolor,,calf length,daily,default,default,default,three-quarter sleeves,regular,
28390,Kurtis,9,grey,a-line,knee length,daily,net,,,three-quarter sleeves,regular,
28391,Kurtis,9,purple,a-line,,daily,,default,default,three-quarter sleeves,regular,
28392,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28393,Kurtis,9,blue,,,daily,net,solid,solid,three-quarter sleeves,regular,
28394,Kurtis,9,yellow,straight,knee length,,,default,default,three-quarter sleeves,regular,
28395,Kurtis,9,yellow,a-line,,daily,,default,default,short sleeves,regular,
28396,Kurtis,9,white,,,party,default,default,default,,,
28397,Kurtis,9,black,a-line,,daily,net,solid,,three-quarter sleeves,regular,
28398,Kurtis,9,blue,a-line,knee length,,,default,default,three-quarter sleeves,regular,
28399,Kurtis,9,pink,a-line,,daily,,default,default,three-quarter sleeves,regular,
28400,Kurtis,9,red,a-line,,daily,,solid,solid,sleeveless,sleeveless,
28401,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28402,Kurtis,9,red,a-line,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28403,Kurtis,9,,,,party,default,solid,solid,,,
28404,Kurtis,9,black,a-line,calf length,,,default,default,three-quarter sleeves,regular,
28405,Kurtis,9,red,a-line,knee length,daily,,solid,solid,short sleeves,regular,
28406,Kurtis,9,pink,a-line,,daily,,default,default,three-quarter sleeves,regular,
28407,Kurtis,9,navy blue,a-line,knee length,daily,net,,solid,three-quarter sleeves,regular,
28408,Kurtis,9,black,a-line,calf length,daily,net,,solid,three-quarter sleeves,regular,
28409,Kurtis,9,navy blue,a-line,calf length,,,default,default,three-quarter sleeves,regular,
28410,Kurtis,9,black,a-line,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28411,Kurtis,9,black,,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
28412,Kurtis,9,green,a-line,knee length,daily,net,solid,,three-quarter sleeves,regular,
28413,Kurtis,9,red,,,daily,net,solid,default,three-quarter sleeves,regular,
28414,Kurtis,9,maroon,a-line,knee length,daily,net,solid,,three-quarter sleeves,regular,
28415,Kurtis,9,,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28416,Kurtis,9,yellow,a-line,calf length,daily,,solid,solid,three-quarter sleeves,regular,
28417,Kurtis,9,grey,straight,knee length,,,default,default,three-quarter sleeves,regular,
28418,Kurtis,9,red,a-line,knee length,,net,,,three-quarter sleeves,regular,
28419,Kurtis,9,pink,a-line,,daily,,default,default,short sleeves,regular,
28420,Kurtis,9,red,a-line,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28421,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28422,Kurtis,9,black,a-line,calf length,daily,net,,,three-quarter sleeves,regular,
28423,Kurtis,9,maroon,a-line,knee length,daily,net,solid,,three-quarter sleeves,regular,
28424,Kurtis,9,black,a-line,calf length,daily,net,solid,,short sleeves,regular,
28425,Kurtis,9,,a-line,knee length,,,default,default,three-quarter sleeves,regular,
28426,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,sleeveless,sleeveless,
28427,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28428,Kurtis,9,black,,calf length,daily,net,default,default,three-quarter sleeves,regular,
28429,Kurtis,9,black,a-line,,daily,net,solid,solid,sleeveless,sleeveless,
28430,Kurtis,9,black,a-line,calf length,daily,net,,solid,short sleeves,regular,
28431,Kurtis,9,green,,knee length,daily,,default,default,three-quarter sleeves,regular,
28432,Kurtis,9,black,,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28433,Kurtis,9,maroon,,calf length,daily,,default,default,three-quarter sleeves,regular,
28434,Kurtis,9,red,a-line,knee length,party,net,,solid,three-quarter sleeves,regular,
28435,Kurtis,9,maroon,a-line,,daily,default,solid,,three-quarter sleeves,regular,
28436,Kurtis,9,blue,a-line,,daily,,default,default,three-quarter sleeves,regular,
28437,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28438,Kurtis,9,pink,,,daily,,default,default,short sleeves,regular,
28439,Kurtis,9,black,,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
28440,Kurtis,9,red,a-line,,party,net,solid,,three-quarter sleeves,regular,
28441,Kurtis,9,black,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,
28442,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,
28443,Kurtis,9,yellow,a-line,calf length,daily,net,solid,,three-quarter sleeves,regular,
28444,Kurtis,9,navy blue,,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
28445,Kurtis,9,black,,calf length,daily,,solid,solid,three-quarter sleeves,regular,
28446,Kurtis,9,maroon,,knee length,daily,net,,,three-quarter sleeves,regular,
28447,Kurtis,9,yellow,a-line,calf length,party,,default,,three-quarter sleeves,regular,
28448,Kurtis,9,maroon,a-line,knee length,,net,,solid,three-quarter sleeves,regular,
28449,Kurtis,9,multicolor,a-line,,daily,net,,solid,three-quarter sleeves,regular,
28450,Kurtis,9,green,,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28451,Kurtis,9,yellow,,knee length,daily,default,,solid,three-quarter sleeves,regular,
28452,Kurtis,9,maroon,,,daily,net,solid,,short sleeves,regular,
28453,Kurtis,9,maroon,,,daily,net,solid,solid,three-quarter sleeves,regular,
28454,Kurtis,9,yellow,a-line,calf length,daily,net,,solid,three-quarter sleeves,regular,
28455,Kurtis,9,red,a-line,,daily,default,solid,solid,sleeveless,sleeveless,
28456,Kurtis,9,yellow,,calf length,party,,solid,default,,,
28457,Kurtis,9,yellow,a-line,,daily,default,default,default,three-quarter sleeves,regular,
28458,Kurtis,9,purple,a-line,knee length,daily,,default,,short sleeves,,
28459,Kurtis,9,red,a-line,,daily,,solid,solid,three-quarter sleeves,regular,
28460,Kurtis,9,maroon,a-line,knee length,,default,,,three-quarter sleeves,regular,
28461,Kurtis,9,maroon,straight,,daily,net,,default,three-quarter sleeves,regular,
28462,Kurtis,9,red,,,daily,net,solid,solid,three-quarter sleeves,regular,
28463,Kurtis,9,red,,calf length,daily,,,default,three-quarter sleeves,regular,
28464,Kurtis,9,red,a-line,knee length,daily,net,solid,,three-quarter sleeves,regular,
28465,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28466,Kurtis,9,green,,,daily,,,default,three-quarter sleeves,regular,
28467,Kurtis,9,red,,calf length,daily,,default,default,three-quarter sleeves,regular,
28468,Kurtis,9,blue,,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
28469,Kurtis,9,green,,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
28470,Kurtis,9,black,a-line,,daily,,solid,solid,three-quarter sleeves,regular,
28471,Kurtis,9,red,a-line,knee length,daily,net,solid,,three-quarter sleeves,regular,
28472,Kurtis,9,navy blue,straight,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28473,Kurtis,9,maroon,a-line,knee length,daily,net,,,three-quarter sleeves,regular,
28474,Kurtis,9,multicolor,,calf length,party,default,default,default,three-quarter sleeves,regular,
28475,Kurtis,9,black,a-line,,daily,net,solid,solid,three-quarter sleeves,regular,
28476,Kurtis,9,red,a-line,calf length,daily,,solid,solid,three-quarter sleeves,regular,
28477,Kurtis,9,red,a-line,calf length,daily,default,solid,,three-quarter sleeves,regular,
28478,Kurtis,9,purple,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28479,Kurtis,9,grey,a-line,knee length,daily,net,solid,,three-quarter sleeves,regular,
28480,Kurtis,9,maroon,a-line,calf length,daily,,solid,solid,three-quarter sleeves,regular,
28481,Kurtis,9,white,,,,default,default,default,,,
28482,Kurtis,9,maroon,,knee length,daily,net,solid,solid,short sleeves,regular,
28483,Kurtis,9,black,a-line,knee length,daily,net,,solid,three-quarter sleeves,regular,
28484,Kurtis,9,maroon,a-line,,daily,net,solid,solid,three-quarter sleeves,regular,
28485,Kurtis,9,red,straight,knee length,daily,net,solid,,three-quarter sleeves,regular,
28486,Kurtis,9,black,a-line,calf length,daily,,,solid,three-quarter sleeves,regular,
28487,Kurtis,9,red,,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28488,Kurtis,9,yellow,a-line,calf length,daily,,,solid,three-quarter sleeves,regular,
28489,Kurtis,9,yellow,,,daily,,default,default,short sleeves,regular,
28490,Kurtis,9,red,a-line,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28491,Kurtis,9,yellow,,,party,default,default,default,three-quarter sleeves,regular,
28492,Kurtis,9,grey,,,daily,,default,default,three-quarter sleeves,regular,
28493,Kurtis,9,blue,a-line,,daily,,default,default,three-quarter sleeves,regular,
28494,Kurtis,9,navy blue,,knee length,daily,net,solid,,three-quarter sleeves,regular,
28495,Kurtis,9,green,a-line,,,default,default,default,three-quarter sleeves,,
28496,Kurtis,9,maroon,,calf length,daily,net,,,three-quarter sleeves,regular,
28497,Kurtis,9,red,a-line,knee length,daily,net,solid,,sleeveless,sleeveless,
28498,Kurtis,9,black,,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
28499,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28500,Kurtis,9,black,a-line,,daily,net,solid,solid,three-quarter sleeves,regular,
28501,Kurtis,9,red,a-line,knee length,daily,net,solid,,three-quarter sleeves,regular,
28502,Kurtis,9,yellow,,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
28503,Kurtis,9,yellow,a-line,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28504,Kurtis,9,navy blue,,knee length,daily,default,solid,,three-quarter sleeves,regular,
28505,Kurtis,9,maroon,a-line,knee length,,,solid,solid,three-quarter sleeves,,
28506,Kurtis,9,maroon,straight,calf length,daily,net,,,three-quarter sleeves,regular,
28507,Kurtis,9,,a-line,calf length,daily,net,solid,,three-quarter sleeves,regular,
28508,Kurtis,9,navy blue,,calf length,daily,default,solid,solid,sleeveless,sleeveless,
28509,Kurtis,9,red,a-line,calf length,daily,,solid,solid,short sleeves,regular,
28510,Kurtis,9,red,a-line,calf length,daily,,solid,solid,three-quarter sleeves,regular,
28511,Kurtis,9,blue,a-line,knee length,daily,net,solid,,three-quarter sleeves,regular,
28512,Kurtis,9,red,a-line,knee length,daily,,solid,,short sleeves,sleeveless,
28513,Kurtis,9,black,a-line,knee length,daily,,solid,solid,short sleeves,sleeveless,
28514,Kurtis,9,black,,calf length,daily,net,,default,three-quarter sleeves,regular,
28515,Kurtis,9,black,a-line,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28516,Kurtis,9,navy blue,,,daily,net,,solid,short sleeves,regular,
28517,Kurtis,9,red,,calf length,daily,net,,solid,three-quarter sleeves,regular,
28518,Kurtis,9,purple,a-line,calf length,daily,net,solid,,three-quarter sleeves,regular,
28519,Kurtis,9,red,a-line,,daily,net,solid,,three-quarter sleeves,regular,
28520,Kurtis,9,green,,,daily,default,default,default,three-quarter sleeves,,
28521,Kurtis,9,green,,,party,,,default,three-quarter sleeves,regular,
28522,Kurtis,9,maroon,,knee length,,net,solid,solid,three-quarter sleeves,regular,
28523,Kurtis,9,multicolor,a-line,,,,default,,three-quarter sleeves,regular,
28524,Kurtis,9,,a-line,,,,default,,three-quarter sleeves,regular,
28525,Kurtis,9,blue,a-line,,daily,,solid,solid,three-quarter sleeves,regular,
28526,Kurtis,9,navy blue,a-line,knee length,daily,,,solid,three-quarter sleeves,regular,
28527,Kurtis,9,black,a-line,knee length,party,,,solid,three-quarter sleeves,regular,
28528,Kurtis,9,multicolor,a-line,,,,default,,three-quarter sleeves,regular,
28529,Kurtis,9,black,a-line,,daily,net,solid,,three-quarter sleeves,regular,
28530,Kurtis,9,,a-line,,,,default,,three-quarter sleeves,regular,
28531,Kurtis,9,red,a-line,,daily,net,solid,solid,short sleeves,regular,
28532,Kurtis,9,black,,knee length,daily,,solid,solid,short sleeves,regular,
28533,Kurtis,9,yellow,,,,default,default,default,three-quarter sleeves,,
28534,Kurtis,9,red,a-line,knee length,daily,net,,solid,short sleeves,regular,
28535,Kurtis,9,green,,,,default,default,default,three-quarter sleeves,,
28536,Kurtis,9,pink,a-line,calf length,party,,,default,three-quarter sleeves,regular,
28537,Kurtis,9,yellow,,,daily,net,solid,solid,three-quarter sleeves,regular,
28538,Kurtis,9,multicolor,a-line,,,,default,,three-quarter sleeves,regular,
28539,Kurtis,9,red,a-line,,,,default,,three-quarter sleeves,regular,
28540,Kurtis,9,black,,,party,default,default,default,three-quarter sleeves,regular,
28541,Kurtis,9,navy blue,a-line,,daily,,,solid,short sleeves,regular,
28542,Kurtis,9,grey,,,,default,default,default,three-quarter sleeves,,
28543,Kurtis,9,red,a-line,,daily,net,solid,solid,three-quarter sleeves,regular,
28544,Kurtis,9,black,a-line,,daily,net,,solid,three-quarter sleeves,regular,
28545,Kurtis,9,blue,a-line,,,,default,,three-quarter sleeves,regular,
28546,Kurtis,9,red,a-line,,,,default,,three-quarter sleeves,regular,
28547,Kurtis,9,purple,a-line,,,,default,,three-quarter sleeves,regular,
28548,Kurtis,9,blue,,,,default,default,default,three-quarter sleeves,,
28549,Kurtis,9,blue,a-line,calf length,daily,default,default,,three-quarter sleeves,regular,
28550,Kurtis,9,pink,,calf length,daily,,default,default,three-quarter sleeves,regular,
28551,Kurtis,9,,a-line,,,,default,,three-quarter sleeves,regular,
28552,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,
28553,Kurtis,9,red,,,,default,default,default,three-quarter sleeves,,
28554,Kurtis,9,blue,a-line,knee length,daily,,,default,three-quarter sleeves,regular,
28555,Kurtis,9,green,,,daily,default,default,default,three-quarter sleeves,,
28556,Kurtis,9,blue,,,daily,default,default,default,three-quarter sleeves,,
28557,Kurtis,9,navy blue,,,daily,net,solid,solid,short sleeves,regular,
28558,Kurtis,9,red,a-line,knee length,daily,net,solid,,short sleeves,regular,
28559,Kurtis,9,blue,,knee length,daily,net,solid,,three-quarter sleeves,regular,
28560,Kurtis,9,black,,knee length,daily,net,solid,,short sleeves,regular,
28561,Kurtis,9,maroon,,calf length,party,net,solid,,three-quarter sleeves,regular,
28562,Kurtis,9,red,a-line,,daily,net,solid,solid,three-quarter sleeves,regular,
28563,Kurtis,9,,a-line,knee length,daily,,,solid,three-quarter sleeves,regular,
28564,Kurtis,9,black,a-line,,daily,net,solid,,three-quarter sleeves,regular,
28565,Kurtis,9,red,a-line,,,net,solid,,three-quarter sleeves,regular,
28566,Kurtis,9,black,a-line,,daily,net,,,three-quarter sleeves,regular,
28567,Kurtis,9,yellow,a-line,knee length,daily,net,,solid,three-quarter sleeves,regular,
28568,Kurtis,9,black,a-line,,daily,net,,solid,three-quarter sleeves,regular,
28569,Kurtis,9,red,a-line,knee length,daily,,,solid,three-quarter sleeves,regular,
28570,Kurtis,9,green,,,daily,net,solid,solid,three-quarter sleeves,regular,
28571,Kurtis,9,black,straight,knee length,daily,net,solid,,three-quarter sleeves,regular,
28572,Kurtis,9,red,,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28573,Kurtis,9,black,a-line,knee length,daily,net,,,three-quarter sleeves,regular,
28574,Kurtis,9,maroon,straight,calf length,daily,net,,default,three-quarter sleeves,regular,
28575,Kurtis,9,blue,,,daily,net,solid,solid,three-quarter sleeves,regular,
28576,Kurtis,9,maroon,a-line,,daily,net,,solid,three-quarter sleeves,regular,
28577,Kurtis,9,black,a-line,knee length,daily,default,,solid,three-quarter sleeves,regular,
28578,Kurtis,9,green,a-line,,party,net,,,three-quarter sleeves,regular,
28579,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
28580,Kurtis,9,black,a-line,,daily,,solid,,three-quarter sleeves,regular,
28581,Kurtis,9,pink,a-line,calf length,daily,,default,,three-quarter sleeves,regular,
28582,Kurtis,9,blue,a-line,calf length,daily,,,solid,three-quarter sleeves,regular,
28583,Kurtis,9,maroon,,knee length,daily,,solid,,three-quarter sleeves,regular,
28584,Kurtis,9,black,straight,,daily,net,,default,three-quarter sleeves,regular,
28585,Kurtis,9,navy blue,,,daily,net,solid,,sleeveless,sleeveless,
28586,Kurtis,9,black,a-line,knee length,daily,,solid,,three-quarter sleeves,regular,
28587,Kurtis,9,,a-line,,daily,net,solid,solid,three-quarter sleeves,regular,
28588,Kurtis,9,multicolor,a-line,calf length,daily,,default,default,three-quarter sleeves,regular,
28589,Kurtis,9,purple,,knee length,daily,net,solid,solid,three-quarter sleeves,,
28590,Kurtis,9,orange,a-line,,daily,net,solid,solid,three-quarter sleeves,regular,
28591,Kurtis,9,red,a-line,,,,solid,solid,three-quarter sleeves,,
28592,Kurtis,9,maroon,,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28593,Kurtis,9,blue,,calf length,daily,,default,,three-quarter sleeves,regular,
28594,Kurtis,9,red,a-line,,daily,net,solid,solid,short sleeves,regular,
28595,Kurtis,9,,,knee length,daily,,,solid,three-quarter sleeves,regular,
28596,Kurtis,9,red,a-line,knee length,daily,,,,three-quarter sleeves,regular,
28597,Kurtis,9,red,a-line,,daily,,solid,solid,three-quarter sleeves,regular,
28598,Kurtis,9,maroon,straight,,daily,,solid,solid,three-quarter sleeves,regular,
28599,Kurtis,9,red,,knee length,daily,net,solid,,three-quarter sleeves,regular,
28600,Kurtis,9,purple,,calf length,daily,,solid,,three-quarter sleeves,regular,
28601,Kurtis,9,black,a-line,calf length,daily,,default,default,three-quarter sleeves,regular,
28602,Kurtis,9,navy blue,a-line,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28603,Kurtis,9,multicolor,,,daily,,default,default,three-quarter sleeves,regular,
28604,Kurtis,9,black,a-line,,daily,,solid,solid,sleeveless,sleeveless,
28605,Kurtis,9,green,,,daily,net,solid,,three-quarter sleeves,regular,
28606,Kurtis,9,black,a-line,,daily,net,solid,solid,three-quarter sleeves,regular,
28607,Kurtis,9,red,a-line,,daily,net,,solid,three-quarter sleeves,regular,
28608,Kurtis,9,navy blue,,,daily,net,solid,solid,three-quarter sleeves,regular,
28609,Kurtis,9,blue,a-line,,daily,net,solid,solid,short sleeves,regular,
28610,Kurtis,9,purple,a-line,knee length,daily,net,,solid,three-quarter sleeves,regular,
28611,Kurtis,9,black,a-line,knee length,daily,net,solid,,three-quarter sleeves,regular,
28612,Kurtis,9,yellow,,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28613,Kurtis,9,maroon,a-line,,daily,,,solid,short sleeves,regular,
28614,Kurtis,9,red,a-line,,daily,net,,solid,three-quarter sleeves,regular,
28615,Kurtis,9,red,,,,net,,solid,three-quarter sleeves,regular,
28616,Kurtis,9,,a-line,,daily,,solid,,three-quarter sleeves,regular,
28617,Kurtis,9,black,a-line,,daily,,,solid,three-quarter sleeves,regular,
28618,Kurtis,9,grey,a-line,knee length,daily,,,default,three-quarter sleeves,regular,
28619,Kurtis,9,black,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,
28620,Kurtis,9,blue,a-line,calf length,daily,,,solid,three-quarter sleeves,regular,
28621,Kurtis,9,red,,knee length,daily,,solid,,three-quarter sleeves,regular,
28622,Kurtis,9,multicolor,a-line,calf length,daily,default,,default,three-quarter sleeves,regular,
28623,Kurtis,9,black,,knee length,daily,net,solid,,three-quarter sleeves,regular,
28624,Kurtis,9,navy blue,straight,knee length,daily,net,,solid,three-quarter sleeves,regular,
28625,Kurtis,9,white,,,daily,default,,default,three-quarter sleeves,regular,
28626,Kurtis,9,red,a-line,,party,,solid,solid,three-quarter sleeves,regular,
28627,Kurtis,9,maroon,,,daily,net,solid,solid,three-quarter sleeves,regular,
28628,Kurtis,9,black,,,daily,default,default,default,three-quarter sleeves,regular,
28629,Kurtis,9,black,,calf length,daily,,,default,three-quarter sleeves,regular,
28630,Kurtis,9,,a-line,calf length,daily,,,,three-quarter sleeves,regular,
28631,Kurtis,9,black,a-line,calf length,party,net,,solid,three-quarter sleeves,regular,
28632,Kurtis,9,maroon,,,daily,,solid,solid,short sleeves,regular,
28633,Kurtis,9,black,,knee length,daily,,,solid,three-quarter sleeves,regular,
28634,Kurtis,9,red,a-line,knee length,daily,,,solid,three-quarter sleeves,regular,
28635,Kurtis,9,red,a-line,knee length,daily,net,,,three-quarter sleeves,regular,
28636,Kurtis,9,red,a-line,knee length,daily,net,solid,,short sleeves,regular,
28637,Kurtis,9,red,a-line,,daily,,default,default,three-quarter sleeves,regular,
28638,Kurtis,9,yellow,a-line,calf length,party,net,,solid,three-quarter sleeves,regular,
28639,Kurtis,9,black,straight,,daily,net,default,default,three-quarter sleeves,regular,
28640,Kurtis,9,pink,a-line,knee length,daily,,default,default,three-quarter sleeves,regular,
28641,Kurtis,9,maroon,,knee length,,net,,,three-quarter sleeves,regular,
28642,Kurtis,9,blue,a-line,calf length,daily,default,default,,three-quarter sleeves,regular,
28643,Kurtis,9,navy blue,,,daily,net,,solid,three-quarter sleeves,regular,
28644,Kurtis,9,black,a-line,calf length,daily,,,solid,three-quarter sleeves,regular,
28645,Kurtis,9,blue,a-line,calf length,daily,,,default,three-quarter sleeves,regular,
28646,Kurtis,9,red,a-line,calf length,daily,net,solid,,three-quarter sleeves,regular,
28647,Kurtis,9,black,a-line,calf length,daily,net,solid,,three-quarter sleeves,regular,
28648,Kurtis,9,orange,,,daily,net,solid,solid,three-quarter sleeves,regular,
28649,Kurtis,9,red,a-line,,daily,,solid,solid,short sleeves,sleeveless,
28650,Kurtis,9,black,straight,calf length,daily,,default,default,three-quarter sleeves,regular,
28651,Kurtis,9,multicolor,a-line,,daily,default,,,three-quarter sleeves,regular,
28652,Kurtis,9,red,a-line,knee length,daily,net,,,short sleeves,regular,
28653,Kurtis,9,maroon,a-line,,daily,net,,solid,three-quarter sleeves,regular,
28654,Kurtis,9,maroon,,knee length,,net,solid,solid,three-quarter sleeves,regular,
28655,Kurtis,9,purple,,,daily,,,default,three-quarter sleeves,regular,
28656,Kurtis,9,red,a-line,,,net,solid,,three-quarter sleeves,regular,
28657,Kurtis,9,purple,straight,,daily,,solid,,,regular,
28658,Kurtis,9,red,,,daily,net,solid,,three-quarter sleeves,regular,
28659,Kurtis,9,purple,,knee length,daily,net,,,three-quarter sleeves,regular,
28660,Kurtis,9,navy blue,,,daily,net,,default,three-quarter sleeves,regular,
28661,Kurtis,9,black,,knee length,daily,net,,solid,short sleeves,regular,
28662,Kurtis,9,navy blue,,knee length,daily,net,solid,solid,short sleeves,regular,
28663,Kurtis,9,pink,a-line,calf length,daily,,,default,short sleeves,regular,
28664,Kurtis,9,maroon,a-line,knee length,daily,net,,solid,three-quarter sleeves,regular,
28665,Kurtis,9,green,,,daily,net,solid,solid,three-quarter sleeves,regular,
28666,Kurtis,9,black,,,daily,default,,solid,three-quarter sleeves,regular,
28667,Kurtis,9,purple,a-line,calf length,daily,,solid,,three-quarter sleeves,regular,
28668,Kurtis,9,purple,a-line,calf length,daily,,,solid,three-quarter sleeves,regular,
28669,Kurtis,9,black,a-line,,daily,net,solid,solid,three-quarter sleeves,regular,
28670,Kurtis,9,navy blue,a-line,calf length,daily,,solid,,three-quarter sleeves,regular,
28671,Kurtis,9,black,straight,,daily,net,,,short sleeves,regular,
28672,Kurtis,9,blue,a-line,knee length,daily,,solid,,three-quarter sleeves,regular,
28673,Kurtis,9,maroon,a-line,,daily,,,,three-quarter sleeves,regular,
28674,Kurtis,9,black,a-line,,daily,net,solid,solid,three-quarter sleeves,regular,
28675,Kurtis,9,green,,calf length,daily,net,solid,solid,three-quarter sleeves,regular,
28676,Kurtis,9,black,,calf length,daily,net,,,three-quarter sleeves,regular,
28677,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,,three-quarter sleeves,regular,
28678,Kurtis,9,red,,knee length,daily,net,,solid,three-quarter sleeves,regular,
28679,Kurtis,9,red,a-line,,daily,,solid,solid,three-quarter sleeves,regular,
28680,Kurtis,9,navy blue,a-line,knee length,daily,,,,three-quarter sleeves,regular,
28681,Kurtis,9,multicolor,,,party,default,default,default,three-quarter sleeves,regular,
28682,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,short sleeves,regular,
28683,Kurtis,9,yellow,,knee length,daily,net,solid,solid,three-quarter sleeves,regular,
28684,Kurtis,9,maroon,,calf length,daily,net,solid,,three-quarter sleeves,regular,
28685,Kurtis,9,blue,,,daily,,default,default,three-quarter sleeves,regular,
28686,Kurtis,9,,,calf length,daily,default,default,default,three-quarter sleeves,regular,
28687,Kurtis,9,black,a-line,calf length,daily,net,,,three-quarter sleeves,regular,
28688,Kurtis,9,black,a-line,calf length,daily,,solid,solid,three-quarter sleeves,regular,
28689,Kurtis,9,maroon,,knee length,daily,net,solid,,short sleeves,regular,
28690,Kurtis,9,red,a-line,knee length,daily,,,solid,short sleeves,regular,
28691,Kurtis,9,maroon,,knee length,daily,net,,solid,three-quarter sleeves,regular,
28692,Kurtis,9,multicolor,a-line,knee length,daily,,solid,solid,three-quarter sleeves,regular,
28693,Kurtis,9,red,straight,knee length,daily,,,solid,three-quarter sleeves,regular,
28694,Kurtis,9,red,a-line,,daily,net,,solid,three-quarter sleeves,regular,
28695,Kurtis,9,maroon,a-line,calf length,party,,,,three-quarter sleeves,regular,
28696,Kurtis,9,grey,a-line,,daily,net,,solid,three-quarter sleeves,regular,
28697,Kurtis,9,red,a-line,calf length,daily,,,solid,three-quarter sleeves,regular,
28698,Kurtis,9,green,a-line,,daily,net,,,three-quarter sleeves,regular,
28699,Kurtis,9,navy blue,,knee length,daily,default,,solid,three-quarter sleeves,regular,
28700,Kurtis,9,blue,,calf length,daily,default,solid,solid,three-quarter sleeves,regular,
28701,Kurtis,9,orange,a-line,,party,,default,,three-quarter sleeves,regular,
