id,Category,len,color,neck,pattern,print_or_pattern_type,sleeve_length,attr_6,attr_7,attr_8,attr_9,attr_10
3745,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3746,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3747,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3748,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
3749,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3750,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3751,Men Tshirts,5,default,,,,long sleeves,,,,,
3752,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3753,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3754,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3755,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3756,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3757,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3758,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3759,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3760,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3761,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3762,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3763,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3764,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3765,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3766,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3767,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3768,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3769,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3770,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3771,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3772,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3773,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3774,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3775,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
3776,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
3777,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3778,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3779,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3780,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3781,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
3782,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
3783,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3784,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
3785,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3786,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3787,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3788,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3789,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3790,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3791,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3792,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3793,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3794,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3795,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
3796,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3797,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3798,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3799,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3800,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3801,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3802,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3803,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3804,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3805,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3806,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3807,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3808,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
3809,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3810,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3811,Men Tshirts,5,black,round,solid,solid,short sleeves,,,,,
3812,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3813,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3814,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3815,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3816,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3817,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3818,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
3819,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3820,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3821,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
3822,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
3823,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3824,Men Tshirts,5,white,polo,printed,default,short sleeves,,,,,
3825,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
3826,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
3827,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
3828,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3829,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3830,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3831,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3832,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
3833,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3834,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3835,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3836,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
3837,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
3838,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3839,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
3840,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3841,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
3842,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
3843,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
3844,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
3845,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
3846,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
3847,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
3848,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
3849,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
3850,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
3851,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
3852,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
3853,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3854,Men Tshirts,5,black,,printed,typography,short sleeves,,,,,
3855,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
3856,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3857,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3858,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3859,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
3860,Men Tshirts,5,default,polo,printed,default,,,,,,
3861,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3862,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3863,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
3864,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
3865,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
3866,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3867,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3868,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3869,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3870,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3871,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3872,Men Tshirts,5,multicolor,round,printed,,long sleeves,,,,,
3873,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3874,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
3875,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
3876,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3877,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3878,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3879,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
3880,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3881,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3882,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3883,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3884,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3885,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3886,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3887,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3888,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3889,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3890,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3891,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
3892,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3893,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3894,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3895,Men Tshirts,5,white,round,,default,short sleeves,,,,,
3896,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3897,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
3898,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
3899,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3900,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3901,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
3902,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3903,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3904,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3905,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
3906,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
3907,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3908,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3909,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
3910,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3911,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3912,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3913,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3914,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3915,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3916,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3917,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
3918,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3919,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
3920,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3921,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
3922,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3923,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3924,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
3925,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3926,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3927,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3928,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3929,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
3930,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3931,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3932,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3933,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3934,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3935,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3936,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3937,Men Tshirts,5,black,round,printed,,,,,,,
3938,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3939,Men Tshirts,5,default,round,,default,,,,,,
3940,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3941,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3942,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3943,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3944,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
3945,Men Tshirts,5,,round,,typography,,,,,,
3946,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3947,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3948,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3949,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
3950,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
3951,Men Tshirts,5,white,round,,default,short sleeves,,,,,
3952,Men Tshirts,5,white,round,printed,,,,,,,
3953,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3954,Men Tshirts,5,black,round,solid,solid,short sleeves,,,,,
3955,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3956,Men Tshirts,5,white,round,printed,default,,,,,,
3957,Men Tshirts,5,multicolor,polo,,solid,short sleeves,,,,,
3958,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3959,Men Tshirts,5,,,printed,default,,,,,,
3960,Men Tshirts,5,,round,printed,,,,,,,
3961,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
3962,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
3963,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3964,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3965,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3966,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3967,Men Tshirts,5,multicolor,,solid,solid,short sleeves,,,,,
3968,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3969,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
3970,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3971,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
3972,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
3973,Men Tshirts,5,multicolor,polo,,solid,short sleeves,,,,,
3974,Men Tshirts,5,multicolor,polo,,solid,short sleeves,,,,,
3975,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3976,Men Tshirts,5,black,round,,default,short sleeves,,,,,
3977,Men Tshirts,5,white,round,,typography,,,,,,
3978,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
3979,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3980,Men Tshirts,5,white,polo,,solid,short sleeves,,,,,
3981,Men Tshirts,5,black,round,,typography,,,,,,
3982,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
3983,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3984,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3985,Men Tshirts,5,black,,printed,default,short sleeves,,,,,
3986,Men Tshirts,5,default,polo,solid,,,,,,,
3987,Men Tshirts,5,multicolor,polo,,solid,,,,,,
3988,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
3989,Men Tshirts,5,default,polo,solid,,short sleeves,,,,,
3990,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
3991,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3992,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
3993,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
3994,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
3995,Men Tshirts,5,white,round,printed,,long sleeves,,,,,
3996,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
3997,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
3998,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
3999,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4000,Men Tshirts,5,white,,printed,default,,,,,,
4001,Men Tshirts,5,black,,solid,solid,,,,,,
4002,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4003,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4004,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4005,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4006,Men Tshirts,5,,round,printed,typography,,,,,,
4007,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
4008,Men Tshirts,5,white,round,printed,,,,,,,
4009,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
4010,Men Tshirts,5,white,round,,,long sleeves,,,,,
4011,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
4012,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
4013,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
4014,Men Tshirts,5,black,,printed,default,,,,,,
4015,Men Tshirts,5,white,round,printed,typography,,,,,,
4016,Men Tshirts,5,black,round,printed,,short sleeves,,,,,
4017,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4018,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4019,Men Tshirts,5,default,polo,solid,solid,,,,,,
4020,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4021,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4022,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4023,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4024,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4025,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4026,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4027,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4028,Men Tshirts,5,multicolor,polo,solid,,,,,,,
4029,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4030,Men Tshirts,5,black,round,solid,,,,,,,
4031,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4032,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
4033,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4034,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4035,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4036,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4037,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4038,Men Tshirts,5,,,printed,default,long sleeves,,,,,
4039,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4040,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4041,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
4042,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4043,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4044,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4045,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4046,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4047,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4048,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4049,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4050,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4051,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4052,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
4053,Men Tshirts,5,white,polo,,solid,,,,,,
4054,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4055,Men Tshirts,5,,,printed,default,long sleeves,,,,,
4056,Men Tshirts,5,black,round,printed,default,,,,,,
4057,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4058,Men Tshirts,5,,,solid,solid,,,,,,
4059,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4060,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4061,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4062,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4063,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4064,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4065,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4066,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4067,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4068,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4069,Men Tshirts,5,white,polo,solid,solid,,,,,,
4070,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4071,Men Tshirts,5,black,round,,default,short sleeves,,,,,
4072,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4073,Men Tshirts,5,multicolor,polo,solid,solid,,,,,,
4074,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
4075,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
4076,Men Tshirts,5,black,round,printed,,,,,,,
4077,Men Tshirts,5,default,polo,printed,default,,,,,,
4078,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4079,Men Tshirts,5,black,,printed,typography,short sleeves,,,,,
4080,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4081,Men Tshirts,5,white,round,,typography,long sleeves,,,,,
4082,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
4083,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4084,Men Tshirts,5,black,round,printed,,,,,,,
4085,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
4086,Men Tshirts,5,black,polo,,,,,,,,
4087,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4088,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4089,Men Tshirts,5,black,round,printed,typography,,,,,,
4090,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4091,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4092,Men Tshirts,5,multicolor,,solid,solid,short sleeves,,,,,
4093,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4094,Men Tshirts,5,black,round,,typography,short sleeves,,,,,
4095,Men Tshirts,5,black,round,printed,typography,,,,,,
4096,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4097,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
4098,Men Tshirts,5,multicolor,,solid,solid,short sleeves,,,,,
4099,Men Tshirts,5,black,,printed,,,,,,,
4100,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
4101,Men Tshirts,5,,round,printed,default,,,,,,
4102,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
4103,Men Tshirts,5,black,,printed,default,short sleeves,,,,,
4104,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4105,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
4106,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
4107,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
4108,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4109,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4110,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4111,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4112,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4113,Men Tshirts,5,multicolor,polo,solid,,,,,,,
4114,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4115,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4116,Men Tshirts,5,black,round,,default,short sleeves,,,,,
4117,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
4118,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4119,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4120,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4121,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4122,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4123,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4124,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4125,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
4126,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
4127,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
4128,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
4129,Men Tshirts,5,default,,printed,default,,,,,,
4130,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4131,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4132,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4133,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4134,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4135,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4136,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4137,Men Tshirts,5,black,,printed,typography,,,,,,
4138,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4139,Men Tshirts,5,black,polo,,solid,,,,,,
4140,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4141,Men Tshirts,5,default,,printed,typography,,,,,,
4142,Men Tshirts,5,default,round,printed,,short sleeves,,,,,
4143,Men Tshirts,5,default,round,printed,,short sleeves,,,,,
4144,Men Tshirts,5,default,round,printed,,short sleeves,,,,,
4145,Men Tshirts,5,white,,printed,typography,,,,,,
4146,Men Tshirts,5,default,round,printed,,short sleeves,,,,,
4147,Men Tshirts,5,default,round,printed,,short sleeves,,,,,
4148,Men Tshirts,5,black,round,printed,,short sleeves,,,,,
4149,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
