id,Category,len,color,fit_shape,length,neck_collar,occasion,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,surface_styling
62757,Women Tops & Tunics,10,white,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
62758,Women Tops & Tunics,10,red,fitted,regular,high,casual,solid,,,regular sleeves,
62759,Women Tops & Tunics,10,black,regular,crop,round neck,casual,printed,graphic,short sleeves,default,default
62760,Women Tops & Tunics,10,default,regular,crop,default,casual,solid,solid,sleeveless,sleeveless,
62761,Women Tops & Tunics,10,white,regular,regular,sweetheart neck,casual,,default,short sleeves,puff sleeves,
62762,Women Tops & Tunics,10,black,fitted,regular,,,,solid,,,
62763,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
62764,Women Tops & Tunics,10,black,fitted,crop,default,casual,solid,solid,sleeveless,sleeveless,
62765,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,ruffles
62766,Women Tops & Tunics,10,,fitted,regular,high,casual,solid,solid,short sleeves,,
62767,Women Tops & Tunics,10,,regular,,,casual,,,long sleeves,,
62768,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,default,short sleeves,regular sleeves,tie-ups
62769,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,solid,sleeveless,sleeveless,default
62770,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
62771,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
62772,Women Tops & Tunics,10,white,regular,,round neck,,printed,,,regular sleeves,
62773,Women Tops & Tunics,10,green,regular,,,,,solid,,,knitted
62774,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
62775,Women Tops & Tunics,10,,,,,casual,,,long sleeves,,
62776,Women Tops & Tunics,10,,,,high,casual,solid,,,,
62777,Women Tops & Tunics,10,red,fitted,crop,high,casual,default,solid,short sleeves,default,knitted
62778,Women Tops & Tunics,10,black,,,,,printed,,,,knitted
62779,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,solid,solid,short sleeves,default,default
62780,Women Tops & Tunics,10,red,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
62781,Women Tops & Tunics,10,white,fitted,crop,v-neck,party,solid,solid,long sleeves,regular sleeves,knitted
62782,Women Tops & Tunics,10,pink,default,,,,default,floral,three-quarter sleeves,,
62783,Women Tops & Tunics,10,black,default,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,applique
62784,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,
62785,Women Tops & Tunics,10,black,default,regular,,,,,sleeveless,sleeveless,
62786,Women Tops & Tunics,10,default,default,regular,round neck,casual,default,default,long sleeves,regular sleeves,tie-ups
62787,Women Tops & Tunics,10,,,crop,high,,,,short sleeves,,
62788,Women Tops & Tunics,10,multicolor,regular,regular,v-neck,casual,default,default,long sleeves,regular sleeves,
62789,Women Tops & Tunics,10,default,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted
62790,Women Tops & Tunics,10,,,,,,printed,floral,,,knitted
62791,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
62792,Women Tops & Tunics,10,maroon,regular,regular,v-neck,casual,solid,solid,short sleeves,puff sleeves,
62793,Women Tops & Tunics,10,maroon,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
62794,Women Tops & Tunics,10,default,fitted,regular,high,casual,default,default,long sleeves,regular sleeves,
62795,Women Tops & Tunics,10,green,fitted,,stylised,,solid,,short sleeves,,
62796,Women Tops & Tunics,10,black,fitted,regular,,casual,solid,solid,short sleeves,,ruffles
62797,Women Tops & Tunics,10,,,,,,default,,,,
62798,Women Tops & Tunics,10,,fitted,,,,,default,,regular sleeves,
62799,Women Tops & Tunics,10,,,,,,,,sleeveless,,
62800,Women Tops & Tunics,10,navy blue,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,
62801,Women Tops & Tunics,10,green,fitted,regular,high,casual,solid,solid,short sleeves,puff sleeves,knitted
62802,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
62803,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
62804,Women Tops & Tunics,10,,fitted,,v-neck,casual,,,long sleeves,,
62805,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,graphic,sleeveless,regular sleeves,
62806,Women Tops & Tunics,10,,fitted,,high,casual,solid,,short sleeves,default,
62807,Women Tops & Tunics,10,default,,,round neck,,,,,,
62808,Women Tops & Tunics,10,pink,regular,,,,solid,solid,,,
62809,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,
62810,Women Tops & Tunics,10,default,,regular,round neck,,solid,solid,short sleeves,regular sleeves,
62811,Women Tops & Tunics,10,,,regular,,,default,floral,,regular sleeves,
62812,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,
62813,Women Tops & Tunics,10,,fitted,crop,,,,,sleeveless,default,
62814,Women Tops & Tunics,10,white,,regular,,,solid,solid,long sleeves,regular sleeves,
62815,Women Tops & Tunics,10,navy blue,regular,regular,default,casual,printed,default,three-quarter sleeves,regular sleeves,
62816,Women Tops & Tunics,10,,,,,casual,,default,,,
62817,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,
62818,Women Tops & Tunics,10,black,regular,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted
62819,Women Tops & Tunics,10,multicolor,regular,crop,default,casual,solid,solid,short sleeves,default,ruffles
62820,Women Tops & Tunics,10,default,regular,crop,round neck,,,graphic,short sleeves,,applique
62821,Women Tops & Tunics,10,yellow,fitted,regular,,,solid,,short sleeves,puff sleeves,
62822,Women Tops & Tunics,10,,,,round neck,,,,three-quarter sleeves,,
62823,Women Tops & Tunics,10,white,regular,regular,,casual,solid,solid,short sleeves,,
62824,Women Tops & Tunics,10,pink,,,,,,,short sleeves,,
62825,Women Tops & Tunics,10,green,,regular,v-neck,,,solid,,default,knitted
62826,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
62827,Women Tops & Tunics,10,,fitted,,square neck,casual,,solid,short sleeves,,knitted
62828,Women Tops & Tunics,10,default,regular,crop,default,casual,solid,solid,sleeveless,sleeveless,
62829,Women Tops & Tunics,10,white,regular,regular,round neck,casual,printed,quirky,sleeveless,regular sleeves,
62830,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
62831,Women Tops & Tunics,10,red,regular,crop,round neck,casual,printed,typography,three-quarter sleeves,regular sleeves,
62832,Women Tops & Tunics,10,yellow,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,tie-ups
62833,Women Tops & Tunics,10,white,,,,casual,solid,solid,short sleeves,,
62834,Women Tops & Tunics,10,,,,square neck,,solid,,short sleeves,,
62835,Women Tops & Tunics,10,navy blue,fitted,regular,high,casual,solid,solid,short sleeves,,ruffles
62836,Women Tops & Tunics,10,black,fitted,regular,sweetheart neck,casual,printed,default,short sleeves,,knitted
62837,Women Tops & Tunics,10,green,fitted,regular,stylised,casual,,solid,,,
62838,Women Tops & Tunics,10,white,regular,crop,high,casual,solid,solid,sleeveless,default,
62839,Women Tops & Tunics,10,,,,,,,,,puff sleeves,
62840,Women Tops & Tunics,10,maroon,regular,regular,stylised,casual,solid,solid,three-quarter sleeves,default,
62841,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,solid,solid,short sleeves,,default
62842,Women Tops & Tunics,10,default,fitted,crop,,casual,solid,,,,knitted
62843,Women Tops & Tunics,10,,regular,,,,,,,puff sleeves,
62844,Women Tops & Tunics,10,default,,,,casual,,solid,,,
62845,Women Tops & Tunics,10,peach,,,,,solid,,,,knitted
62846,Women Tops & Tunics,10,yellow,regular,crop,round neck,casual,printed,typography,three-quarter sleeves,regular sleeves,default
62847,Women Tops & Tunics,10,blue,,,round neck,,default,,,,
62848,Women Tops & Tunics,10,maroon,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
62849,Women Tops & Tunics,10,green,regular,regular,,,,solid,three-quarter sleeves,puff sleeves,
62850,Women Tops & Tunics,10,,fitted,,,,,,,puff sleeves,
62851,Women Tops & Tunics,10,pink,default,regular,default,casual,solid,solid,short sleeves,default,
62852,Women Tops & Tunics,10,,,,high,,printed,,long sleeves,,
62853,Women Tops & Tunics,10,black,fitted,regular,high,casual,printed,default,long sleeves,,knitted
62854,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,
62855,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,graphic,three-quarter sleeves,regular sleeves,
62856,Women Tops & Tunics,10,pink,boxy,crop,v-neck,casual,printed,quirky,short sleeves,regular sleeves,
62857,Women Tops & Tunics,10,black,fitted,crop,default,casual,solid,solid,long sleeves,regular sleeves,
62858,Women Tops & Tunics,10,white,fitted,regular,,casual,,solid,short sleeves,puff sleeves,
62859,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,default,default
62860,Women Tops & Tunics,10,,,crop,default,,solid,solid,sleeveless,,
62861,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
62862,Women Tops & Tunics,10,maroon,regular,regular,round neck,party,solid,solid,three-quarter sleeves,,
62863,Women Tops & Tunics,10,default,regular,crop,default,casual,solid,solid,short sleeves,regular sleeves,
62864,Women Tops & Tunics,10,,fitted,regular,high,,default,,,,
62865,Women Tops & Tunics,10,default,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,puff sleeves,
62866,Women Tops & Tunics,10,default,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
62867,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
62868,Women Tops & Tunics,10,default,,,round neck,,,,short sleeves,,
62869,Women Tops & Tunics,10,default,fitted,crop,high,casual,solid,solid,sleeveless,sleeveless,
62870,Women Tops & Tunics,10,,,,high,,,,,,
62871,Women Tops & Tunics,10,white,fitted,crop,v-neck,casual,solid,solid,short sleeves,default,knitted
62872,Women Tops & Tunics,10,,,,,,default,default,,,
62873,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
62874,Women Tops & Tunics,10,,,regular,,,,,,puff sleeves,
62875,Women Tops & Tunics,10,default,,,,,solid,,short sleeves,,
62876,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
62877,Women Tops & Tunics,10,,regular,,square neck,,,solid,,,
62878,Women Tops & Tunics,10,green,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
62879,Women Tops & Tunics,10,,fitted,,high,,solid,,,,
62880,Women Tops & Tunics,10,maroon,fitted,,,casual,,solid,,puff sleeves,
62881,Women Tops & Tunics,10,white,,,,,,,,default,
62882,Women Tops & Tunics,10,black,fitted,regular,high,casual,solid,solid,short sleeves,puff sleeves,
62883,Women Tops & Tunics,10,yellow,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,,knitted
62884,Women Tops & Tunics,10,white,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
62885,Women Tops & Tunics,10,,,,,,,,,puff sleeves,knitted
62886,Women Tops & Tunics,10,default,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
62887,Women Tops & Tunics,10,red,regular,regular,round neck,casual,printed,solid,three-quarter sleeves,regular sleeves,waist tie-ups
62888,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,default,floral,short sleeves,regular sleeves,default
62889,Women Tops & Tunics,10,pink,regular,regular,default,casual,printed,floral,short sleeves,puff sleeves,knitted
62890,Women Tops & Tunics,10,pink,regular,regular,square neck,,,,three-quarter sleeves,,
62891,Women Tops & Tunics,10,blue,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
62892,Women Tops & Tunics,10,pink,,crop,,,,,long sleeves,regular sleeves,
62893,Women Tops & Tunics,10,default,regular,regular,round neck,casual,default,floral,three-quarter sleeves,regular sleeves,default
62894,Women Tops & Tunics,10,default,regular,,,,,solid,,,
62895,Women Tops & Tunics,10,black,,crop,,,solid,,long sleeves,,
62896,Women Tops & Tunics,10,multicolor,regular,regular,default,casual,printed,default,three-quarter sleeves,regular sleeves,
62897,Women Tops & Tunics,10,,fitted,regular,,casual,,,long sleeves,regular sleeves,
62898,Women Tops & Tunics,10,black,fitted,regular,default,casual,solid,solid,long sleeves,regular sleeves,
62899,Women Tops & Tunics,10,black,boxy,regular,round neck,casual,solid,solid,three-quarter sleeves,default,
62900,Women Tops & Tunics,10,,fitted,,high,,,,,regular sleeves,
62901,Women Tops & Tunics,10,default,default,regular,round neck,casual,printed,floral,short sleeves,default,knitted
62902,Women Tops & Tunics,10,,,,round neck,,,,,puff sleeves,
62903,Women Tops & Tunics,10,,,regular,sweetheart neck,,solid,solid,,puff sleeves,
62904,Women Tops & Tunics,10,default,fitted,,,,,solid,short sleeves,,
62905,Women Tops & Tunics,10,,fitted,regular,,casual,solid,solid,long sleeves,,
62906,Women Tops & Tunics,10,blue,fitted,,,,,,three-quarter sleeves,,
62907,Women Tops & Tunics,10,black,fitted,regular,high,casual,printed,default,long sleeves,,knitted
62908,Women Tops & Tunics,10,black,fitted,regular,square neck,,,,short sleeves,,knitted
62909,Women Tops & Tunics,10,,,,v-neck,,,,,,
62910,Women Tops & Tunics,10,,regular,,square neck,casual,solid,,short sleeves,,
62911,Women Tops & Tunics,10,white,,,,,solid,solid,short sleeves,regular sleeves,knitted
62912,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,default
62913,Women Tops & Tunics,10,black,fitted,,,,solid,solid,,,
62914,Women Tops & Tunics,10,,,,high,casual,default,default,sleeveless,sleeveless,waist tie-ups
62915,Women Tops & Tunics,10,white,,,,,,,,regular sleeves,
62916,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,solid,solid,short sleeves,,ruffles
62917,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,floral,short sleeves,regular sleeves,
62918,Women Tops & Tunics,10,maroon,fitted,crop,default,casual,solid,solid,sleeveless,default,knitted
62919,Women Tops & Tunics,10,,,,,,,default,,,
62920,Women Tops & Tunics,10,,,,,casual,solid,,,puff sleeves,default
62921,Women Tops & Tunics,10,,,,stylised,casual,,solid,,puff sleeves,
62922,Women Tops & Tunics,10,maroon,,crop,round neck,casual,,,short sleeves,,knitted
62923,Women Tops & Tunics,10,default,regular,regular,round neck,casual,default,default,three-quarter sleeves,regular sleeves,
62924,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
62925,Women Tops & Tunics,10,multicolor,regular,crop,round neck,casual,default,default,short sleeves,regular sleeves,knitted
62926,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
62927,Women Tops & Tunics,10,yellow,regular,regular,default,,printed,typography,short sleeves,regular sleeves,
62928,Women Tops & Tunics,10,default,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,
62929,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,waist tie-ups
62930,Women Tops & Tunics,10,black,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,
62931,Women Tops & Tunics,10,,,regular,,,,solid,,puff sleeves,
62932,Women Tops & Tunics,10,default,regular,regular,round neck,casual,,solid,,,
62933,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
62934,Women Tops & Tunics,10,multicolor,fitted,regular,high,casual,printed,default,short sleeves,regular sleeves,tie-ups
62935,Women Tops & Tunics,10,red,regular,regular,stylised,casual,solid,solid,short sleeves,default,ruffles
62936,Women Tops & Tunics,10,yellow,,,,casual,,,,,knitted
62937,Women Tops & Tunics,10,peach,fitted,regular,high,casual,solid,solid,short sleeves,default,
62938,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
62939,Women Tops & Tunics,10,default,,crop,,casual,,,long sleeves,regular sleeves,
62940,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
62941,Women Tops & Tunics,10,navy blue,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
62942,Women Tops & Tunics,10,,fitted,regular,high,,solid,,,,knitted
62943,Women Tops & Tunics,10,navy blue,regular,regular,high,party,solid,solid,short sleeves,default,
62944,Women Tops & Tunics,10,blue,regular,regular,square neck,casual,solid,solid,long sleeves,regular sleeves,applique
62945,Women Tops & Tunics,10,pink,regular,regular,default,casual,printed,graphic,short sleeves,regular sleeves,
62946,Women Tops & Tunics,10,blue,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,
62947,Women Tops & Tunics,10,white,regular,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,
62948,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,printed,typography,sleeveless,sleeveless,knitted
62949,Women Tops & Tunics,10,yellow,regular,regular,default,casual,solid,solid,short sleeves,default,waist tie-ups
62950,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
62951,Women Tops & Tunics,10,,fitted,,,casual,solid,solid,long sleeves,regular sleeves,
62952,Women Tops & Tunics,10,default,fitted,crop,round neck,casual,printed,typography,sleeveless,sleeveless,
62953,Women Tops & Tunics,10,peach,regular,crop,,,solid,,,,knitted
62954,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
62955,Women Tops & Tunics,10,black,,regular,default,casual,,solid,,,
62956,Women Tops & Tunics,10,blue,fitted,,,,,solid,,,ruffles
62957,Women Tops & Tunics,10,,fitted,,,casual,,solid,long sleeves,,
62958,Women Tops & Tunics,10,white,,crop,,,printed,,short sleeves,regular sleeves,
62959,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
62960,Women Tops & Tunics,10,navy blue,regular,,round neck,,,,three-quarter sleeves,,
62961,Women Tops & Tunics,10,,regular,,sweetheart neck,casual,solid,,short sleeves,puff sleeves,
62962,Women Tops & Tunics,10,maroon,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
62963,Women Tops & Tunics,10,,,,,,,,,default,
62964,Women Tops & Tunics,10,pink,boxy,regular,round neck,casual,printed,quirky,short sleeves,regular sleeves,
62965,Women Tops & Tunics,10,maroon,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,default
62966,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,solid,solid,,regular sleeves,
62967,Women Tops & Tunics,10,default,fitted,crop,round neck,casual,,,,,
62968,Women Tops & Tunics,10,,,regular,round neck,,solid,solid,long sleeves,,
62969,Women Tops & Tunics,10,white,regular,,,,solid,solid,,,
62970,Women Tops & Tunics,10,,,,square neck,,,,,,
62971,Women Tops & Tunics,10,yellow,fitted,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
62972,Women Tops & Tunics,10,default,regular,regular,,,,default,short sleeves,regular sleeves,default
62973,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
62974,Women Tops & Tunics,10,,,regular,high,,,,short sleeves,,
62975,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,default
62976,Women Tops & Tunics,10,blue,regular,regular,high,casual,solid,solid,three-quarter sleeves,default,
62977,Women Tops & Tunics,10,white,,regular,round neck,,,,,regular sleeves,
62978,Women Tops & Tunics,10,red,boxy,crop,round neck,casual,printed,typography,long sleeves,default,
62979,Women Tops & Tunics,10,green,regular,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
62980,Women Tops & Tunics,10,yellow,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
62981,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
62982,Women Tops & Tunics,10,peach,fitted,crop,square neck,party,solid,solid,short sleeves,puff sleeves,
62983,Women Tops & Tunics,10,white,,,round neck,,,default,,,
62984,Women Tops & Tunics,10,,,regular,,,solid,solid,three-quarter sleeves,,
62985,Women Tops & Tunics,10,,,crop,default,,solid,,,,
62986,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
62987,Women Tops & Tunics,10,yellow,regular,regular,round neck,casual,printed,graphic,short sleeves,regular sleeves,tie-ups
62988,Women Tops & Tunics,10,pink,boxy,regular,round neck,casual,printed,quirky,short sleeves,regular sleeves,
62989,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,printed,default,short sleeves,regular sleeves,tie-ups
62990,Women Tops & Tunics,10,,boxy,crop,round neck,,,graphic,,,default
62991,Women Tops & Tunics,10,red,boxy,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,
62992,Women Tops & Tunics,10,pink,default,,round neck,casual,default,floral,three-quarter sleeves,regular sleeves,waist tie-ups
62993,Women Tops & Tunics,10,blue,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,default
62994,Women Tops & Tunics,10,,,,high,,,,,,
62995,Women Tops & Tunics,10,black,boxy,crop,v-neck,casual,printed,typography,short sleeves,regular sleeves,
62996,Women Tops & Tunics,10,maroon,,regular,,,,solid,,,knitted
62997,Women Tops & Tunics,10,,fitted,regular,,casual,,solid,long sleeves,regular sleeves,knitted
62998,Women Tops & Tunics,10,,fitted,crop,v-neck,,solid,,,regular sleeves,knitted
62999,Women Tops & Tunics,10,,fitted,,,casual,,solid,,puff sleeves,tie-ups
63000,Women Tops & Tunics,10,,,,,,solid,,long sleeves,,knitted
63001,Women Tops & Tunics,10,maroon,regular,regular,high,casual,default,default,short sleeves,regular sleeves,knitted
63002,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,applique
63003,Women Tops & Tunics,10,black,,crop,round neck,,,,short sleeves,,
63004,Women Tops & Tunics,10,,,,,,,default,sleeveless,,
63005,Women Tops & Tunics,10,white,,regular,round neck,,printed,typography,,regular sleeves,default
63006,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,waist tie-ups
63007,Women Tops & Tunics,10,pink,regular,regular,high,casual,solid,solid,three-quarter sleeves,default,
63008,Women Tops & Tunics,10,default,regular,regular,default,casual,solid,solid,short sleeves,regular sleeves,
63009,Women Tops & Tunics,10,white,fitted,crop,,casual,,,,regular sleeves,
63010,Women Tops & Tunics,10,black,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
63011,Women Tops & Tunics,10,multicolor,regular,crop,v-neck,casual,default,solid,short sleeves,,
63012,Women Tops & Tunics,10,pink,fitted,,sweetheart neck,,,solid,,regular sleeves,
63013,Women Tops & Tunics,10,maroon,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,applique
63014,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
63015,Women Tops & Tunics,10,red,regular,,,,,,,,knitted
63016,Women Tops & Tunics,10,default,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
63017,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,
63018,Women Tops & Tunics,10,,fitted,,high,casual,printed,,,regular sleeves,
63019,Women Tops & Tunics,10,black,regular,crop,round neck,,printed,,short sleeves,regular sleeves,
63020,Women Tops & Tunics,10,peach,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
63021,Women Tops & Tunics,10,,,regular,sweetheart neck,,,,long sleeves,regular sleeves,
63022,Women Tops & Tunics,10,,default,,,,,,three-quarter sleeves,,
63023,Women Tops & Tunics,10,black,regular,regular,,,,,,,
63024,Women Tops & Tunics,10,,,,high,,,,,,
63025,Women Tops & Tunics,10,maroon,fitted,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
63026,Women Tops & Tunics,10,yellow,,,,,solid,,,,default
63027,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,printed,default,long sleeves,regular sleeves,waist tie-ups
63028,Women Tops & Tunics,10,,fitted,crop,,casual,,,,puff sleeves,
63029,Women Tops & Tunics,10,blue,,,,,default,floral,three-quarter sleeves,regular sleeves,
63030,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,solid,solid,long sleeves,regular sleeves,tie-ups
63031,Women Tops & Tunics,10,green,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,knitted
63032,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,printed,quirky,short sleeves,regular sleeves,waist tie-ups
63033,Women Tops & Tunics,10,pink,regular,regular,high,casual,solid,solid,short sleeves,default,knitted
63034,Women Tops & Tunics,10,,,crop,,,,,long sleeves,,knitted
63035,Women Tops & Tunics,10,,,,,,,,long sleeves,,applique
63036,Women Tops & Tunics,10,maroon,regular,regular,high,casual,default,default,short sleeves,regular sleeves,
63037,Women Tops & Tunics,10,black,,,,,,,,,
63038,Women Tops & Tunics,10,default,fitted,regular,high,casual,solid,solid,long sleeves,regular sleeves,
63039,Women Tops & Tunics,10,,,,,,,typography,long sleeves,regular sleeves,
63040,Women Tops & Tunics,10,black,fitted,crop,high,casual,solid,solid,sleeveless,sleeveless,
63041,Women Tops & Tunics,10,pink,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
63042,Women Tops & Tunics,10,red,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,default,
63043,Women Tops & Tunics,10,,regular,regular,,,,solid,three-quarter sleeves,regular sleeves,
63044,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
63045,Women Tops & Tunics,10,,fitted,regular,round neck,,printed,default,long sleeves,,
63046,Women Tops & Tunics,10,,fitted,crop,,casual,,solid,long sleeves,regular sleeves,
63047,Women Tops & Tunics,10,,,regular,,,solid,,,default,
63048,Women Tops & Tunics,10,,,,round neck,,solid,,,puff sleeves,knitted
63049,Women Tops & Tunics,10,peach,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
63050,Women Tops & Tunics,10,black,fitted,regular,high,casual,solid,solid,short sleeves,,knitted
63051,Women Tops & Tunics,10,white,,crop,high,,default,,,,knitted
63052,Women Tops & Tunics,10,white,regular,crop,default,,printed,quirky,long sleeves,default,
63053,Women Tops & Tunics,10,,fitted,regular,high,,,solid,three-quarter sleeves,,
63054,Women Tops & Tunics,10,,,crop,,,default,,sleeveless,,
63055,Women Tops & Tunics,10,white,regular,,,casual,,solid,,,
63056,Women Tops & Tunics,10,yellow,fitted,crop,round neck,casual,solid,solid,short sleeves,default,knitted
63057,Women Tops & Tunics,10,,,,sweetheart neck,casual,solid,solid,long sleeves,,
63058,Women Tops & Tunics,10,black,,,round neck,,printed,,short sleeves,regular sleeves,
63059,Women Tops & Tunics,10,blue,fitted,regular,square neck,casual,solid,solid,short sleeves,,knitted
63060,Women Tops & Tunics,10,pink,fitted,,,,printed,,,,
63061,Women Tops & Tunics,10,white,regular,,,casual,,,,regular sleeves,
63062,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,waist tie-ups
