id,Category,len,blouse_pattern,border,border_width,color,occasion,ornamentation,pallu_details,pattern,print_or_pattern_type,transparency
17583,Sarees,10,,,,default,traditional,,zari woven,zari woven,default,no
17584,Sarees,10,,zari,big border,pink,traditional,,zari woven,zari woven,ethnic motif,no
17585,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17586,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,yes
17587,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
17588,Sarees,10,,zari,big border,pink,traditional,,,zari woven,checked,no
17589,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
17590,Sarees,10,,woven design,,multicolor,daily,,zari woven,zari woven,default,no
17591,Sarees,10,same as saree,zari,big border,default,party,,zari woven,solid,solid,yes
17592,Sarees,10,default,,,green,daily,,default,printed,,no
17593,Sarees,10,,woven design,,default,traditional,,,zari woven,default,no
17594,Sarees,10,same as saree,woven design,big border,default,daily,,same as saree,zari woven,ethnic motif,no
17595,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
17596,Sarees,10,,zari,small border,pink,traditional,,zari woven,zari woven,botanical,no
17597,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
17598,Sarees,10,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,peacock,no
17599,Sarees,10,,temple border,big border,multicolor,daily,tassels and latkans,same as saree,zari woven,default,no
17600,Sarees,10,same as border,zari,small border,default,daily,jacquard,zari woven,solid,solid,yes
17601,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
17602,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
17603,Sarees,10,,woven design,,multicolor,daily,,,,,no
17604,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
17605,Sarees,10,same as border,zari,big border,default,party,jacquard,zari woven,solid,solid,no
17606,Sarees,10,same as saree,solid,small border,white,traditional,,same as saree,zari woven,default,no
17607,Sarees,10,default,default,,default,party,,same as saree,default,default,no
17608,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17609,Sarees,10,default,default,small border,default,party,,same as saree,zari woven,default,no
17610,Sarees,10,,,,,,,zari woven,,,
17611,Sarees,10,,woven design,big border,default,wedding,,same as saree,zari woven,default,no
17612,Sarees,10,same as border,zari,big border,green,daily,,,solid,solid,no
17613,Sarees,10,,woven design,,default,daily,,,zari woven,default,no
17614,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
17615,Sarees,10,,woven design,big border,multicolor,wedding,,zari woven,zari woven,ethnic motif,no
17616,Sarees,10,,zari,small border,white,traditional,,,zari woven,floral,no
17617,Sarees,10,,zari,big border,white,party,,,zari woven,floral,no
17618,Sarees,10,,solid,small border,cream,party,,,woven design,ethnic motif,no
17619,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17620,Sarees,10,,zari,small border,cream,party,,,zari woven,default,yes
17621,Sarees,10,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,elephant,yes
17622,Sarees,10,,no border,small border,multicolor,traditional,,zari woven,woven design,ethnic motif,no
17623,Sarees,10,same as border,zari,small border,default,traditional,,zari woven,zari woven,default,no
17624,Sarees,10,solid,default,small border,default,party,default,same as saree,default,floral,
17625,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
17626,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,yes
17627,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
17628,Sarees,10,,temple border,small border,white,party,,,zari woven,peacock,no
17629,Sarees,10,,zari,small border,white,party,,,zari woven,peacock,yes
17630,Sarees,10,same as saree,zari,big border,navy blue,party,,woven design,solid,solid,yes
17631,Sarees,10,,temple border,small border,white,party,,,zari woven,peacock,no
17632,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,yes
17633,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17634,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17635,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
17636,Sarees,10,,zari,small border,cream,party,,,zari woven,botanical,no
17637,Sarees,10,,zari,big border,pink,traditional,,zari woven,zari woven,default,no
17638,Sarees,10,same as border,default,small border,green,party,default,same as saree,printed,peacock,no
17639,Sarees,10,,temple border,small border,cream,party,,,zari woven,elephant,no
17640,Sarees,10,,zari,small border,cream,party,,,zari woven,default,yes
17641,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17642,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
17643,Sarees,10,same as saree,woven design,big border,multicolor,traditional,,,zari woven,default,no
17644,Sarees,10,same as saree,zari,small border,white,traditional,default,,zari woven,default,no
17645,Sarees,10,,,,,,,,,default,
17646,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,no
17647,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17648,Sarees,10,,zari,big border,green,traditional,,,zari woven,elephant,no
17649,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17650,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17651,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
17652,Sarees,10,,woven design,,default,daily,,zari woven,zari woven,default,no
17653,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
17654,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
17655,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
17656,Sarees,10,default,woven design,big border,default,traditional,,zari woven,zari woven,ethnic motif,no
17657,Sarees,10,same as border,temple border,small border,yellow,party,,zari woven,solid,solid,no
17658,Sarees,10,,temple border,small border,cream,traditional,,,zari woven,peacock,no
17659,Sarees,10,default,woven design,small border,multicolor,traditional,,same as saree,zari woven,default,no
17660,Sarees,10,default,woven design,big border,multicolor,wedding,,same as saree,zari woven,default,no
17661,Sarees,10,same as saree,woven design,big border,default,daily,,same as saree,default,ethnic motif,no
17662,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,yes
17663,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
17664,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17665,Sarees,10,same as saree,woven design,big border,multicolor,daily,tassels and latkans,same as saree,printed,ethnic motif,no
17666,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
17667,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17668,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
17669,Sarees,10,default,zari,small border,default,,,same as saree,zari woven,default,no
17670,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
17671,Sarees,10,,temple border,small border,white,party,,,zari woven,peacock,yes
17672,Sarees,10,,zari,small border,white,party,,,zari woven,floral,yes
17673,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17674,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
17675,Sarees,10,,woven design,small border,white,party,,,woven design,floral,no
17676,Sarees,10,,woven design,small border,cream,traditional,,,woven design,botanical,no
17677,Sarees,10,,temple border,big border,navy blue,wedding,,,zari woven,floral,no
17678,Sarees,10,,zari,small border,white,traditional,,,zari woven,peacock,yes
17679,Sarees,10,same as border,woven design,small border,multicolor,daily,,same as saree,zari woven,ethnic motif,no
17680,Sarees,10,,woven design,big border,default,daily,,,zari woven,ethnic motif,no
17681,Sarees,10,same as border,zari,big border,green,party,,zari woven,zari woven,ethnic motif,no
17682,Sarees,10,same as saree,solid,small border,multicolor,daily,,,zari woven,default,no
17683,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
17684,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,yes
17685,Sarees,10,,zari,small border,white,party,,,zari woven,botanical,no
17686,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
17687,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,default,no
17688,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
17689,Sarees,10,default,default,big border,default,party,,zari woven,zari woven,default,no
17690,Sarees,10,solid,zari,big border,default,party,jacquard,zari woven,solid,solid,no
17691,Sarees,10,default,temple border,big border,default,party,,same as saree,solid,solid,no
17692,Sarees,10,default,default,,multicolor,daily,,same as saree,default,default,no
17693,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17694,Sarees,10,default,zari,big border,default,traditional,,zari woven,zari woven,ethnic motif,no
17695,Sarees,10,,zari,small border,cream,traditional,,,zari woven,elephant,no
17696,Sarees,10,default,default,small border,default,daily,,same as saree,default,default,no
17697,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
17698,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
17699,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17700,Sarees,10,,zari,big border,yellow,traditional,,,zari woven,ethnic motif,no
17701,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17702,Sarees,10,same as border,default,small border,default,traditional,,same as saree,default,default,no
17703,Sarees,10,same as border,zari,big border,default,party,,same as saree,default,default,no
17704,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,no
17705,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
17706,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17707,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17708,Sarees,10,same as border,temple border,big border,yellow,party,,zari woven,solid,solid,no
17709,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
17710,Sarees,10,same as border,zari,big border,default,party,jacquard,zari woven,solid,solid,no
17711,Sarees,10,,woven design,,multicolor,wedding,,,,,no
17712,Sarees,10,same as saree,woven design,big border,default,party,,same as saree,zari woven,ethnic motif,no
17713,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
17714,Sarees,10,,woven design,big border,multicolor,daily,,,zari woven,ethnic motif,no
17715,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
17716,Sarees,10,default,woven design,big border,default,party,,same as saree,default,ethnic motif,no
17717,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,yes
17718,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,botanical,no
17719,Sarees,10,,,,default,party,,,zari woven,default,no
17720,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
17721,Sarees,10,,zari,big border,pink,traditional,,zari woven,zari woven,floral,no
17722,Sarees,10,,zari,small border,white,party,,,zari woven,floral,yes
17723,Sarees,10,same as border,,small border,,party,default,,,,
17724,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17725,Sarees,10,,woven design,big border,multicolor,wedding,,default,woven design,default,no
17726,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
17727,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
17728,Sarees,10,same as saree,zari,small border,white,party,,same as saree,zari woven,floral,yes
17729,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,no
17730,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
17731,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
17732,Sarees,10,,woven design,big border,default,party,,zari woven,zari woven,default,no
17733,Sarees,10,,zari,small border,white,party,,,zari woven,peacock,yes
17734,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
17735,Sarees,10,same as saree,zari,big border,default,daily,,zari woven,solid,solid,no
17736,Sarees,10,,zari,small border,white,traditional,,,zari woven,peacock,yes
17737,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
17738,Sarees,10,,woven design,big border,default,wedding,,,zari woven,default,no
17739,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
17740,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,no
17741,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,botanical,no
17742,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,yes
17743,Sarees,10,same as saree,woven design,big border,multicolor,traditional,,same as saree,zari woven,ethnic motif,no
17744,Sarees,10,solid,zari,big border,default,party,,default,woven design,ethnic motif,no
17745,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17746,Sarees,10,,woven design,,default,daily,,,zari woven,default,no
17747,Sarees,10,same as saree,solid,small border,white,wedding,default,zari woven,zari woven,ethnic motif,no
17748,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
17749,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17750,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17751,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17752,Sarees,10,,woven design,,multicolor,daily,,,,,no
17753,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17754,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
17755,Sarees,10,,woven design,small border,default,daily,,same as saree,zari woven,ethnic motif,no
17756,Sarees,10,,default,,default,traditional,,,zari woven,default,no
17757,Sarees,10,,woven design,,default,traditional,,,,,no
17758,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17759,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,default,no
17760,Sarees,10,,woven design,,default,daily,,,zari woven,default,no
17761,Sarees,10,same as saree,zari,small border,default,daily,,same as saree,zari woven,default,no
17762,Sarees,10,,zari,big border,default,party,,,zari woven,ethnic motif,no
17763,Sarees,10,solid,zari,big border,cream,traditional,jacquard,zari woven,woven design,checked,no
17764,Sarees,10,,zari,big border,default,traditional,,,zari woven,default,no
17765,Sarees,10,,zari,small border,cream,party,,,zari woven,default,yes
17766,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17767,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,yes
17768,Sarees,10,,zari,small border,white,traditional,,same as saree,zari woven,ethnic motif,no
17769,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,no
17770,Sarees,10,,woven design,big border,multicolor,daily,,,zari woven,default,no
17771,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
17772,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
17773,Sarees,10,same as saree,temple border,big border,default,party,,zari woven,solid,solid,yes
17774,Sarees,10,,default,small border,default,daily,default,,zari woven,ethnic motif,no
17775,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
17776,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17777,Sarees,10,same as border,woven design,small border,default,traditional,,same as saree,zari woven,ethnic motif,no
17778,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,yes
17779,Sarees,10,,zari,small border,white,traditional,,,zari woven,floral,no
17780,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
17781,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
17782,Sarees,10,same as border,zari,big border,default,party,,zari woven,zari woven,default,no
17783,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,yes
17784,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,no
17785,Sarees,10,,default,,default,party,,,default,,no
17786,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,default,no
17787,Sarees,10,same as saree,woven design,big border,default,daily,,same as saree,zari woven,default,no
17788,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17789,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
17790,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,yes
17791,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17792,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17793,Sarees,10,,zari,small border,white,traditional,,,zari woven,floral,no
17794,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
17795,Sarees,10,,,,,traditional,,,,,
17796,Sarees,10,,zari,small border,white,traditional,,,zari woven,floral,no
17797,Sarees,10,,,big border,,,,,,,
17798,Sarees,10,,,,,,default,,,,yes
17799,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17800,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
17801,Sarees,10,same as border,temple border,big border,default,daily,,zari woven,solid,solid,no
17802,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
17803,Sarees,10,,woven design,big border,default,wedding,,same as saree,zari woven,default,no
17804,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17805,Sarees,10,default,default,,default,daily,,same as saree,default,default,no
17806,Sarees,10,,zari,small border,white,party,,,zari woven,default,no
17807,Sarees,10,,,,default,traditional,,same as saree,zari woven,default,no
17808,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17809,Sarees,10,same as border,temple border,big border,yellow,party,,zari woven,solid,solid,no
17810,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,no
17811,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
17812,Sarees,10,same as saree,zari,small border,white,party,,same as saree,zari woven,floral,no
17813,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
17814,Sarees,10,default,zari,big border,default,wedding,,zari woven,zari woven,default,no
17815,Sarees,10,,woven design,,multicolor,wedding,,,,,no
17816,Sarees,10,same as saree,,,default,traditional,,same as saree,default,ethnic motif,no
17817,Sarees,10,same as border,temple border,big border,yellow,party,,zari woven,solid,solid,no
17818,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17819,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,yes
17820,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
17821,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17822,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
17823,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17824,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
17825,Sarees,10,,,,,traditional,,,,,no
17826,Sarees,10,same as saree,temple border,small border,pink,traditional,default,zari woven,default,default,no
17827,Sarees,10,same as border,default,big border,default,daily,,,default,default,no
17828,Sarees,10,same as border,temple border,big border,default,party,,zari woven,solid,solid,no
17829,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17830,Sarees,10,same as saree,woven design,big border,default,daily,,same as saree,default,default,no
17831,Sarees,10,,temple border,small border,cream,traditional,,,zari woven,peacock,no
17832,Sarees,10,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
17833,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17834,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,no
17835,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
17836,Sarees,10,,solid,big border,white,traditional,,,woven design,floral,no
17837,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17838,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17839,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17840,Sarees,10,,,,default,daily,,same as saree,zari woven,default,no
17841,Sarees,10,,woven design,small border,cream,party,,,woven design,ethnic motif,no
17842,Sarees,10,,zari,small border,white,party,,,zari woven,peacock,yes
17843,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,default,no
17844,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
17845,Sarees,10,same as saree,woven design,,multicolor,party,jacquard,woven design,zari woven,applique,no
17846,Sarees,10,same as saree,woven design,big border,multicolor,traditional,,same as saree,zari woven,ethnic motif,no
17847,Sarees,10,default,woven design,big border,multicolor,wedding,,same as saree,zari woven,default,no
17848,Sarees,10,same as saree,woven design,,multicolor,party,jacquard,woven design,zari woven,applique,no
17849,Sarees,10,,zari,small border,default,traditional,,same as saree,zari woven,default,no
17850,Sarees,10,,zari,big border,default,party,,zari woven,zari woven,default,no
17851,Sarees,10,default,default,,default,,default,,,floral,yes
17852,Sarees,10,same as saree,woven design,big border,default,wedding,,same as saree,default,ethnic motif,no
17853,Sarees,10,same as border,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
17854,Sarees,10,same as saree,woven design,,multicolor,daily,,zari woven,zari woven,default,no
17855,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
17856,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
17857,Sarees,10,same as border,zari,big border,default,party,,zari woven,solid,solid,no
17858,Sarees,10,,zari,small border,white,traditional,,,zari woven,peacock,no
17859,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
17860,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17861,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17862,Sarees,10,,default,,default,party,,zari woven,zari woven,default,no
17863,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,no
17864,Sarees,10,,,,,,default,,,,
17865,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
17866,Sarees,10,,woven design,,multicolor,wedding,,,,,no
17867,Sarees,10,,woven design,,default,wedding,,same as saree,zari woven,default,no
17868,Sarees,10,same as saree,woven design,big border,default,wedding,,same as saree,zari woven,ethnic motif,no
17869,Sarees,10,same as border,zari,big border,multicolor,daily,tassels and latkans,zari woven,printed,checked,no
17870,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
17871,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
17872,Sarees,10,same as border,woven design,big border,multicolor,daily,,,zari woven,ethnic motif,no
17873,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
17874,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,yes
17875,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
17876,Sarees,10,,woven design,small border,white,party,,,woven design,floral,no
17877,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
17878,Sarees,10,,woven design,small border,cream,party,,,woven design,floral,no
17879,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,ethnic motif,no
17880,Sarees,10,,woven design,,default,daily,,same as saree,zari woven,default,no
17881,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17882,Sarees,10,same as saree,temple border,big border,yellow,party,,zari woven,solid,solid,yes
17883,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17884,Sarees,10,,woven design,big border,default,daily,,,,,no
17885,Sarees,10,same as border,woven design,big border,multicolor,traditional,,same as saree,zari woven,ethnic motif,no
17886,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
17887,Sarees,10,,woven design,big border,default,traditional,,same as saree,zari woven,default,no
17888,Sarees,10,default,woven design,small border,default,wedding,,same as saree,zari woven,default,no
17889,Sarees,10,same as saree,zari,small border,white,daily,default,same as saree,,ethnic motif,no
17890,Sarees,10,,woven design,big border,default,party,,,zari woven,default,no
17891,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17892,Sarees,10,default,no border,no border,default,party,,zari woven,zari woven,default,no
17893,Sarees,10,default,zari,big border,pink,,jacquard,zari woven,woven design,default,no
17894,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17895,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
17896,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
17897,Sarees,10,,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
17898,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
17899,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
17900,Sarees,10,same as saree,zari,big border,default,party,,zari woven,solid,solid,yes
17901,Sarees,10,same as border,woven design,big border,default,traditional,,,zari woven,ethnic motif,no
17902,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,default,no
17903,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
17904,Sarees,10,same as saree,temple border,big border,default,party,,zari woven,solid,solid,no
17905,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17906,Sarees,10,same as border,temple border,big border,default,party,,zari woven,solid,solid,no
17907,Sarees,10,,,,,,,,,default,
17908,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
17909,Sarees,10,,zari,small border,cream,party,,,zari woven,botanical,yes
17910,Sarees,10,same as saree,temple border,big border,yellow,party,,zari woven,solid,solid,yes
17911,Sarees,10,same as saree,woven design,,multicolor,party,jacquard,woven design,zari woven,applique,no
17912,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17913,Sarees,10,default,woven design,big border,default,traditional,,zari woven,zari woven,default,no
17914,Sarees,10,,zari,big border,default,traditional,,,zari woven,default,no
17915,Sarees,10,same as saree,temple border,big border,default,party,,zari woven,solid,solid,yes
17916,Sarees,10,same as border,temple border,small border,default,party,,zari woven,solid,solid,yes
17917,Sarees,10,,zari,small border,default,party,,,zari woven,default,no
17918,Sarees,10,,,,multicolor,wedding,,same as saree,zari woven,default,no
17919,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17920,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
17921,Sarees,10,,zari,small border,cream,party,,,zari woven,default,yes
17922,Sarees,10,,,,default,traditional,,,zari woven,default,no
17923,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,yes
17924,Sarees,10,same as saree,temple border,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
17925,Sarees,10,same as saree,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
17926,Sarees,10,,default,,multicolor,,,,,,no
17927,Sarees,10,,temple border,small border,cream,traditional,,,zari woven,peacock,no
17928,Sarees,10,same as border,woven design,big border,default,traditional,,,zari woven,ethnic motif,no
17929,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,default,no
17930,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
17931,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
17932,Sarees,10,same as border,temple border,big border,navy blue,party,,zari woven,zari woven,floral,no
17933,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
17934,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
17935,Sarees,10,solid,temple border,big border,default,wedding,,zari woven,zari woven,botanical,no
17936,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
17937,Sarees,10,,temple border,small border,white,party,,,zari woven,ethnic motif,no
17938,Sarees,10,default,woven design,small border,default,daily,,zari woven,zari woven,default,no
17939,Sarees,10,,default,big border,default,traditional,,zari woven,zari woven,default,no
17940,Sarees,10,,default,small border,yellow,party,default,same as saree,default,floral,no
17941,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17942,Sarees,10,,zari,small border,white,traditional,,,zari woven,peacock,no
17943,Sarees,10,same as border,default,small border,,,default,same as saree,solid,solid,no
